YearMonth,Product_ID,Drug_Category,Predicted_Sales_Volume_Month
2026-09,DRG00629,Painkiller,18320.6
2026-09,DRG00630,Cardiac,8104.17
2026-09,DRG00631,Painkiller,1152.46
2026-09,DRG00632,Vaccine,554.22
2026-09,DRG00633,Cardiac,7763.16
2026-09,DRG00634,Vaccine,5669.76
2026-09,DRG00635,Antibiotic,14051.17
2026-09,DRG00636,Diabetes,930.5
2026-09,DRG00637,Cardiac,17044.08
2026-09,DRG00638,Diabetes,18666.5
2026-09,DRG00639,Antibiotic,8079.47
2026-09,DRG00640,Cardiac,6597.58
2026-09,DRG00641,Diabetes,17110.3
2026-09,DRG00642,Diabetes,1931.52
2026-09,DRG00643,Cardiac,6569.52
2026-09,DRG00644,Diabetes,8795.51
2026-09,DRG00645,Diabetes,4466.66
2026-09,DRG00646,Cardiac,14399.06
2026-09,DRG00647,Diabetes,716.79
2026-09,DRG00648,Diabetes,3463.29
2026-09,DRG00649,Painkiller,12431.91
2026-09,DRG00650,Painkiller,17720.82
2026-09,DRG00651,Antibiotic,11824.29
2026-09,DRG00652,Painkiller,7837.33
2026-09,DRG00653,Painkiller,9393.74
2026-09,DRG00654,Antibiotic,6757.7
2026-09,DRG00655,Diabetes,12825.08
2026-09,DRG00656,Diabetes,2791.5
2026-09,DRG00657,Painkiller,19157.48
2026-09,DRG00658,Antibiotic,13904.78
2026-09,DRG00659,Diabetes,14907.82
2026-09,DRG00660,Vaccine,8883.39
2026-09,DRG00661,Cardiac,17309.49
2026-09,DRG00662,Cardiac,15314.35
2026-09,DRG00663,Cardiac,5848.66
2026-09,DRG00664,Painkiller,14111.69
2026-09,DRG00665,Cardiac,1771.24
2026-09,DRG00666,Cardiac,396.28
2026-09,DRG00667,Vaccine,641.41
2026-09,DRG00668,Diabetes,7456.31
2026-09,DRG00669,Vaccine,15495.37
2026-09,DRG00670,Painkiller,1287.12
2026-09,DRG00671,Cardiac,4525.18
2026-09,DRG00672,Diabetes,3738.05
2026-09,DRG00673,Cardiac,11015.24
2026-09,DRG00674,Cardiac,16711.38
2026-09,DRG00675,Painkiller,5285.21
2026-09,DRG00676,Cardiac,8257.87
2026-09,DRG00677,Antibiotic,17244.6
2026-09,DRG00678,Diabetes,5456.3
2026-09,DRG00679,Diabetes,6707.53
2026-09,DRG00680,Antibiotic,10494.2
2026-09,DRG00681,Painkiller,8130.54
2026-09,DRG00682,Cardiac,7112.36
2026-09,DRG00683,Cardiac,4176.48
2026-09,DRG00684,Diabetes,13426.94
2026-09,DRG00685,Painkiller,1806.55
2026-09,DRG00686,Painkiller,14633.51
2026-09,DRG00687,Painkiller,4231.34
2026-09,DRG00688,Cardiac,1351.15
2026-09,DRG00689,Painkiller,14050.14
2026-09,DRG00690,Antibiotic,17149.49
2026-09,DRG00691,Vaccine,8883.39
2026-09,DRG00692,Painkiller,974.25
2026-09,DRG00693,Vaccine,2540.47
2026-09,DRG00694,Cardiac,3134.59
2026-09,DRG00695,Painkiller,4457.53
2026-09,DRG00696,Diabetes,16434.66
2026-09,DRG00697,Cardiac,16266.1
2026-09,DRG00698,Antibiotic,13687.15
2026-09,DRG00699,Antibiotic,12077.64
2026-09,DRG00700,Vaccine,3282.29
2026-09,DRG00701,Vaccine,18208.96
2026-09,DRG00702,Diabetes,10508.6
2026-09,DRG00703,Diabetes,4947.55
2026-09,DRG00704,Antibiotic,7261.03
2026-09,DRG00705,Painkiller,4508.45
2026-09,DRG00706,Antibiotic,11923.95
2026-09,DRG00707,Antibiotic,19556.55
2026-09,DRG00708,Diabetes,10454.82
2026-09,DRG00709,Vaccine,17870.74
2026-09,DRG00710,Diabetes,5313.76
2026-09,DRG00711,Diabetes,3452.95
2026-09,DRG00712,Diabetes,7982.51
2026-09,DRG00713,Antibiotic,13904.68
2026-09,DRG00714,Painkiller,10292.96
2026-09,DRG00715,Antibiotic,14013.39
2026-09,DRG00716,Cardiac,14437.78
2026-09,DRG00717,Diabetes,5199.69
2026-09,DRG00718,Diabetes,12001.49
2026-09,DRG00719,Cardiac,2052.48
2026-09,DRG00720,Diabetes,15367.99
2026-09,DRG00721,Diabetes,3516.11
2026-09,DRG00722,Diabetes,7805.47
2026-09,DRG00723,Cardiac,18577.0
2026-09,DRG00724,Antibiotic,8411.99
2026-09,DRG00725,Diabetes,10082.56
2026-09,DRG00726,Painkiller,19506.16
2026-09,DRG00727,Cardiac,2615.13
2026-09,DRG00728,Vaccine,10891.1
2026-09,DRG00729,Cardiac,15865.11
2026-09,DRG00730,Antibiotic,2529.53
2026-09,DRG00731,Cardiac,19237.98
2026-09,DRG00732,Vaccine,12812.4
2026-09,DRG00733,Painkiller,13426.31
2026-09,DRG00734,Vaccine,10728.78
2026-09,DRG00735,Cardiac,8096.25
2026-09,DRG00736,Vaccine,12840.86
2026-09,DRG00737,Cardiac,11324.85
2026-09,DRG00738,Painkiller,13313.16
2026-09,DRG00739,Painkiller,16667.84
2026-09,DRG00740,Antibiotic,7898.58
2026-09,DRG00741,Painkiller,10296.92
2026-09,DRG00742,Diabetes,11597.61
2026-09,DRG00743,Vaccine,15728.94
2026-09,DRG00744,Vaccine,581.7
2026-09,DRG00745,Cardiac,9763.15
2026-09,DRG00746,Painkiller,9330.6
2026-09,DRG00747,Antibiotic,18891.47
2026-09,DRG00748,Antibiotic,3376.87
2026-09,DRG00749,Antibiotic,11487.81
2026-09,DRG00750,Diabetes,18805.1
2026-09,DRG00751,Painkiller,14859.25
2026-09,DRG00752,Antibiotic,1987.21
2026-09,DRG00753,Diabetes,8655.64
2026-09,DRG00754,Vaccine,9208.22
2026-09,DRG00755,Cardiac,13909.49
2026-09,DRG00756,Painkiller,12241.75
2026-09,DRG00757,Painkiller,18792.95
2026-09,DRG00758,Vaccine,4942.45
2026-09,DRG00759,Painkiller,641.58
2026-09,DRG00760,Painkiller,12887.51
2026-09,DRG00761,Painkiller,4389.82
2026-09,DRG00762,Painkiller,8442.45
2026-09,DRG00763,Diabetes,5630.84
2026-09,DRG00764,Diabetes,8637.11
2026-09,DRG00765,Cardiac,3372.09
2026-09,DRG00766,Painkiller,16813.59
2026-09,DRG00767,Vaccine,2996.93
2026-09,DRG00768,Antibiotic,6964.26
2026-09,DRG00769,Cardiac,3170.26
2026-09,DRG00770,Antibiotic,4669.22
2026-09,DRG00771,Antibiotic,8926.92
2026-09,DRG00772,Painkiller,6494.98
2026-09,DRG00773,Vaccine,12393.71
2026-09,DRG00774,Antibiotic,8246.21
2026-09,DRG00775,Antibiotic,1638.18
2026-09,DRG00776,Cardiac,12604.74
2026-09,DRG00777,Vaccine,19124.77
2026-09,DRG00778,Vaccine,9556.37
2026-09,DRG00779,Antibiotic,8843.82
2026-09,DRG00780,Vaccine,6923.82
2026-09,DRG00781,Cardiac,13151.57
2026-09,DRG00782,Cardiac,15454.99
2026-09,DRG00783,Cardiac,10215.35
2026-09,DRG00784,Painkiller,16510.7
2026-09,DRG00785,Antibiotic,7423.48
2026-09,DRG00786,Vaccine,8175.42
2026-09,DRG00787,Cardiac,7398.58
2026-09,DRG00788,Antibiotic,15498.76
2026-09,DRG00789,Antibiotic,1349.33
2026-09,DRG00790,Painkiller,19403.14
2026-09,DRG00791,Vaccine,12070.87
2026-09,DRG00792,Vaccine,19543.26
2026-09,DRG00793,Cardiac,19718.99
2026-09,DRG00794,Cardiac,9332.07
2026-09,DRG00795,Antibiotic,16662.78
2026-09,DRG00796,Vaccine,13729.67
2026-09,DRG00797,Vaccine,1844.02
2026-09,DRG00798,Cardiac,11593.79
2026-09,DRG00799,Diabetes,5353.35
2026-09,DRG00800,Antibiotic,10240.86
2026-09,DRG00801,Vaccine,19339.52
2026-09,DRG00802,Painkiller,14665.19
2026-09,DRG00803,Painkiller,14346.15
2026-09,DRG00804,Diabetes,18281.38
2026-09,DRG00805,Cardiac,6906.32
2026-09,DRG00806,Cardiac,5198.56
2026-09,DRG00807,Cardiac,19031.93
2026-09,DRG00808,Painkiller,471.28
2026-09,DRG00809,Cardiac,3071.18
2026-09,DRG00810,Painkiller,18126.54
2026-09,DRG00811,Diabetes,2803.54
2026-09,DRG00812,Antibiotic,637.33
2026-09,DRG00813,Vaccine,5404.49
2026-09,DRG00814,Diabetes,9444.13
2026-09,DRG00815,Painkiller,4968.01
2026-09,DRG00816,Diabetes,6842.54
2026-09,DRG00817,Vaccine,6833.81
2026-09,DRG00818,Antibiotic,15105.95
2026-09,DRG00819,Vaccine,6101.88
2026-09,DRG00820,Painkiller,6945.26
2026-09,DRG00821,Vaccine,10302.18
2026-09,DRG00822,Diabetes,13334.64
2026-09,DRG00823,Cardiac,1509.83
2026-09,DRG00824,Diabetes,4450.82
2026-09,DRG00825,Painkiller,19486.35
2026-09,DRG00826,Antibiotic,13866.92
2026-09,DRG00827,Vaccine,5285.71
2026-09,DRG00828,Antibiotic,16951.65
2026-09,DRG00829,Painkiller,19254.01
2026-09,DRG00830,Vaccine,3504.01
2026-09,DRG00831,Diabetes,13531.86
2026-09,DRG00832,Diabetes,6996.58
2026-09,DRG00833,Painkiller,12308.78
2026-09,DRG00834,Vaccine,13034.76
2026-09,DRG00835,Diabetes,19358.39
2026-09,DRG00836,Painkiller,15353.72
2026-09,DRG00837,Painkiller,10083.06
2026-09,DRG00838,Antibiotic,15398.89
2026-09,DRG00839,Diabetes,2506.55
2026-09,DRG00840,Vaccine,1983.62
2026-09,DRG00841,Diabetes,14900.73
2026-09,DRG00842,Diabetes,906.88
2026-09,DRG00843,Diabetes,9653.66
2026-09,DRG00844,Painkiller,17713.79
2026-09,DRG00845,Cardiac,12121.31
2026-09,DRG00846,Cardiac,7758.21
2026-09,DRG00847,Antibiotic,12159.76
2026-09,DRG00848,Diabetes,16821.67
2026-09,DRG00849,Cardiac,14856.61
2026-09,DRG00850,Antibiotic,11424.47
2026-09,DRG00851,Painkiller,12665.66
2026-09,DRG00852,Diabetes,14304.09
2026-09,DRG00853,Vaccine,19636.44
2026-09,DRG00854,Painkiller,5230.17
2026-09,DRG00855,Antibiotic,2933.76
2026-09,DRG00856,Painkiller,13527.12
2026-09,DRG00857,Vaccine,3258.03
2026-09,DRG00858,Painkiller,19799.36
2026-09,DRG00859,Antibiotic,3313.84
2026-09,DRG00860,Vaccine,19610.57
2026-09,DRG00861,Vaccine,5536.01
2026-09,DRG00862,Painkiller,14183.71
2026-09,DRG00863,Vaccine,1737.98
2026-09,DRG00864,Painkiller,998.41
2026-09,DRG00865,Diabetes,6022.86
2026-09,DRG00866,Vaccine,12473.95
2026-09,DRG00867,Painkiller,2083.87
2026-09,DRG00868,Diabetes,14486.26
2026-09,DRG00869,Vaccine,4889.03
2026-09,DRG00870,Diabetes,9788.63
2026-09,DRG00871,Vaccine,13568.97
2026-09,DRG00872,Antibiotic,4153.19
2026-09,DRG00873,Antibiotic,5831.89
2026-09,DRG00874,Painkiller,4183.8
2026-09,DRG00875,Cardiac,7136.48
2026-09,DRG00876,Antibiotic,12038.76
2026-09,DRG00877,Cardiac,10230.7
2026-09,DRG00878,Diabetes,5556.1
2026-09,DRG00879,Diabetes,1861.11
2026-09,DRG00880,Cardiac,12199.82
2026-09,DRG00881,Painkiller,9493.55
2026-09,DRG00882,Vaccine,19392.8
2026-09,DRG00883,Cardiac,8816.15
2026-09,DRG00884,Cardiac,12150.0
2026-09,DRG00885,Cardiac,16820.85
2026-09,DRG00886,Cardiac,11261.45
2026-09,DRG00887,Cardiac,16323.21
2026-09,DRG00888,Painkiller,9762.98
2026-09,DRG00889,Antibiotic,3412.82
2026-09,DRG00890,Vaccine,16476.23
2026-09,DRG00891,Antibiotic,4370.53
2026-09,DRG00892,Cardiac,15269.58
2026-09,DRG00893,Antibiotic,11662.67
2026-09,DRG00894,Painkiller,1779.05
2026-09,DRG00895,Diabetes,12133.93
2026-09,DRG00896,Antibiotic,3110.18
2026-09,DRG00897,Vaccine,18755.35
2026-09,DRG00898,Painkiller,12776.1
2026-09,DRG00899,Diabetes,18032.83
2026-09,DRG00900,Painkiller,11311.31
2026-09,DRG00901,Cardiac,14354.6
2026-09,DRG00902,Diabetes,14747.63
2026-09,DRG00903,Vaccine,11211.12
2026-09,DRG00904,Diabetes,7099.53
2026-09,DRG00905,Vaccine,11846.32
2026-09,DRG00906,Cardiac,15496.62
2026-09,DRG00907,Vaccine,16943.36
2026-09,DRG00908,Painkiller,3104.92
2026-09,DRG00909,Antibiotic,17576.11
2026-09,DRG00910,Painkiller,11960.47
2026-09,DRG00911,Painkiller,15276.44
2026-09,DRG00912,Diabetes,13396.01
2026-09,DRG00913,Cardiac,18985.87
2026-09,DRG00914,Antibiotic,16326.44
2026-09,DRG00915,Vaccine,4972.16
2026-09,DRG00916,Diabetes,12518.06
2026-09,DRG00917,Cardiac,18008.73
2026-09,DRG00918,Antibiotic,9615.96
2026-09,DRG00919,Painkiller,5515.01
2026-09,DRG00920,Cardiac,7861.24
2026-09,DRG00921,Cardiac,6577.44
2026-09,DRG00922,Cardiac,4291.19
2026-09,DRG00923,Painkiller,8585.5
2026-09,DRG00924,Vaccine,7771.44
2026-09,DRG00925,Diabetes,8233.17
2026-09,DRG00926,Vaccine,7265.28
2026-09,DRG00927,Antibiotic,10098.18
2026-09,DRG00928,Diabetes,7990.88
2026-09,DRG00929,Antibiotic,3165.57
2026-09,DRG00930,Painkiller,16425.34
2026-09,DRG00931,Vaccine,8603.63
2026-09,DRG00932,Cardiac,18865.5
2026-09,DRG00933,Diabetes,15257.11
2026-09,DRG00934,Cardiac,1956.72
2026-09,DRG00935,Antibiotic,8138.85
2026-09,DRG00936,Cardiac,12474.95
2026-09,DRG00937,Cardiac,14069.41
2026-09,DRG00938,Painkiller,2464.32
2026-09,DRG00939,Painkiller,6584.73
2026-09,DRG00940,Vaccine,11906.98
2026-09,DRG00941,Antibiotic,11673.86
2026-09,DRG00942,Painkiller,2571.5
2026-09,DRG00943,Painkiller,6212.81
2026-09,DRG00944,Vaccine,3690.1
2026-09,DRG00945,Diabetes,18145.45
2026-09,DRG00946,Vaccine,6021.23
2026-09,DRG00947,Cardiac,1525.57
2026-09,DRG00948,Cardiac,11273.34
2026-09,DRG00949,Painkiller,15314.1
2026-09,DRG00950,Painkiller,18083.71
2026-09,DRG00951,Vaccine,6117.17
2026-09,DRG00952,Vaccine,6196.85
2026-09,DRG00953,Antibiotic,7423.27
2026-09,DRG00954,Cardiac,14879.22
2026-09,DRG00955,Vaccine,4014.38
2026-09,DRG00956,Diabetes,1532.58
2026-09,DRG00957,Antibiotic,16975.38
2026-09,DRG00958,Vaccine,8661.7
2026-09,DRG00959,Painkiller,17924.56
2026-09,DRG00960,Vaccine,7537.86
2026-09,DRG00961,Painkiller,5061.33
2026-09,DRG00962,Painkiller,10503.08
2026-09,DRG00963,Cardiac,17713.8
2026-09,DRG00964,Cardiac,6688.39
2026-09,DRG00965,Vaccine,8140.38
2026-09,DRG00966,Vaccine,7423.75
2026-09,DRG00967,Diabetes,19647.44
2026-09,DRG00968,Antibiotic,4302.98
2026-09,DRG00969,Antibiotic,5158.03
2026-09,DRG00970,Vaccine,13579.23
2026-09,DRG00971,Cardiac,4830.68
2026-09,DRG00972,Diabetes,1172.1
2026-09,DRG00973,Antibiotic,16131.23
2026-09,DRG00974,Vaccine,2474.35
2026-09,DRG00975,Cardiac,19126.1
2026-09,DRG00976,Cardiac,5981.08
2026-09,DRG00977,Cardiac,18238.54
2026-09,DRG00978,Painkiller,5515.45
2026-09,DRG00979,Cardiac,5127.89
2026-09,DRG00980,Vaccine,8108.71
2026-09,DRG00981,Diabetes,14869.05
2026-09,DRG00982,Vaccine,19345.29
2026-09,DRG00983,Cardiac,9180.69
2026-09,DRG00984,Diabetes,17233.31
2026-09,DRG00985,Antibiotic,14569.82
2026-09,DRG00986,Antibiotic,4422.0
2026-09,DRG00987,Vaccine,12872.52
2026-09,DRG00988,Diabetes,14612.98
2026-09,DRG00989,Vaccine,17052.84
2026-09,DRG00990,Diabetes,16501.07
2026-09,DRG00991,Diabetes,582.14
2026-09,DRG00992,Vaccine,14897.56
2026-09,DRG00993,Diabetes,18099.24
2026-09,DRG00994,Cardiac,3673.07
2026-09,DRG00995,Diabetes,19085.67
2026-09,DRG00996,Diabetes,8667.52
2026-09,DRG00997,Vaccine,8536.32
2026-09,DRG00998,Antibiotic,3634.54
2026-09,DRG00999,Painkiller,19223.28
2026-09,DRG01000,Diabetes,16170.93
2026-10,DRG00001,Vaccine,64537.22
2026-10,DRG00002,Painkiller,40208.06
2026-10,DRG00003,Diabetes,125226.42
2026-10,DRG00004,Diabetes,147281.22
2026-10,DRG00005,Cardiac,67328.9
2026-10,DRG00006,Painkiller,97981.84
2026-10,DRG00007,Vaccine,140161.77
2026-10,DRG00008,Painkiller,113920.84
2026-10,DRG00009,Painkiller,143609.11
2026-10,DRG00010,Diabetes,12585.49
2026-10,DRG00011,Vaccine,91814.94
2026-10,DRG00012,Antibiotic,78980.29
2026-10,DRG00013,Diabetes,90466.0
2026-10,DRG00014,Vaccine,64924.9
2026-10,DRG00015,Cardiac,125691.86
2026-10,DRG00016,Diabetes,25296.27
2026-10,DRG00017,Cardiac,93266.63
2026-10,DRG00018,Diabetes,55479.67
2026-10,DRG00019,Painkiller,44627.82
2026-10,DRG00020,Vaccine,102773.42
2026-10,DRG00021,Cardiac,8533.09
2026-10,DRG00022,Diabetes,102960.8
2026-10,DRG00023,Cardiac,47212.31
2026-10,DRG00024,Diabetes,65014.65
2026-10,DRG00025,Diabetes,154290.17
2026-10,DRG00026,Antibiotic,58321.26
2026-10,DRG00027,Antibiotic,136020.62
2026-10,DRG00028,Antibiotic,36585.29
2026-10,DRG00029,Cardiac,151353.43
2026-10,DRG00030,Painkiller,21519.77
2026-10,DRG00031,Diabetes,95907.0
2026-10,DRG00032,Vaccine,127170.56
2026-10,DRG00033,Antibiotic,78201.4
2026-10,DRG00034,Cardiac,29492.12
2026-10,DRG00035,Cardiac,18470.61
2026-10,DRG00036,Cardiac,20085.8
2026-10,DRG00037,Vaccine,74338.85
2026-10,DRG00038,Vaccine,87161.08
2026-10,DRG00039,Antibiotic,122664.38
2026-10,DRG00040,Vaccine,51096.27
2026-10,DRG00041,Antibiotic,30626.28
2026-10,DRG00042,Vaccine,126369.81
2026-10,DRG00043,Vaccine,99532.53
2026-10,DRG00044,Vaccine,76800.19
2026-10,DRG00045,Antibiotic,107418.65
2026-10,DRG00046,Diabetes,98786.29
2026-10,DRG00047,Antibiotic,117608.3
2026-10,DRG00048,Diabetes,149997.86
2026-10,DRG00049,Cardiac,32760.1
2026-10,DRG00050,Cardiac,105882.64
2026-10,DRG00051,Antibiotic,119509.87
2026-10,DRG00052,Diabetes,102148.07
2026-10,DRG00053,Diabetes,95421.76
2026-10,DRG00054,Diabetes,128568.6
2026-10,DRG00055,Cardiac,104228.18
2026-10,DRG00056,Antibiotic,140669.05
2026-10,DRG00057,Painkiller,107685.93
2026-10,DRG00058,Diabetes,154174.08
2026-10,DRG00059,Diabetes,87353.12
2026-10,DRG00060,Painkiller,35417.67
2026-10,DRG00061,Antibiotic,5296.66
2026-10,DRG00062,Diabetes,92649.14
2026-10,DRG00063,Antibiotic,6387.15
2026-10,DRG00064,Diabetes,27070.09
2026-10,DRG00065,Vaccine,65703.75
2026-10,DRG00066,Diabetes,94705.24
2026-10,DRG00067,Vaccine,71410.16
2026-10,DRG00068,Antibiotic,112008.75
2026-10,DRG00069,Diabetes,137441.77
2026-10,DRG00070,Cardiac,138740.65
2026-10,DRG00071,Cardiac,32170.39
2026-10,DRG00072,Painkiller,20991.15
2026-10,DRG00073,Cardiac,125502.07
2026-10,DRG00074,Vaccine,139576.15
2026-10,DRG00075,Cardiac,130391.36
2026-10,DRG00076,Cardiac,81936.39
2026-10,DRG00077,Cardiac,78446.58
2026-10,DRG00078,Diabetes,5265.85
2026-10,DRG00079,Painkiller,142480.6
2026-10,DRG00080,Antibiotic,43680.62
2026-10,DRG00081,Painkiller,121893.43
2026-10,DRG00082,Vaccine,76316.58
2026-10,DRG00083,Diabetes,11030.24
2026-10,DRG00084,Diabetes,56292.03
2026-10,DRG00085,Cardiac,152190.73
2026-10,DRG00086,Cardiac,29056.12
2026-10,DRG00087,Vaccine,89248.96
2026-10,DRG00088,Diabetes,80092.31
2026-10,DRG00089,Antibiotic,119701.1
2026-10,DRG00090,Painkiller,66494.35
2026-10,DRG00091,Diabetes,64405.38
2026-10,DRG00092,Antibiotic,6200.03
2026-10,DRG00093,Antibiotic,60818.1
2026-10,DRG00094,Painkiller,102246.23
2026-10,DRG00095,Antibiotic,76484.34
2026-10,DRG00096,Vaccine,6573.49
2026-10,DRG00097,Antibiotic,101506.04
2026-10,DRG00098,Vaccine,8787.78
2026-10,DRG00099,Antibiotic,123122.65
2026-10,DRG00100,Cardiac,8221.67
2026-10,DRG00101,Antibiotic,69695.83
2026-10,DRG00102,Vaccine,66144.75
2026-10,DRG00103,Antibiotic,17259.6
2026-10,DRG00104,Antibiotic,74323.61
2026-10,DRG00105,Antibiotic,153353.84
2026-10,DRG00106,Vaccine,19969.7
2026-10,DRG00107,Antibiotic,86142.24
2026-10,DRG00108,Painkiller,79383.33
2026-10,DRG00109,Painkiller,125607.36
2026-10,DRG00110,Vaccine,93025.79
2026-10,DRG00111,Cardiac,146803.17
2026-10,DRG00112,Painkiller,136779.76
2026-10,DRG00113,Diabetes,124733.42
2026-10,DRG00114,Painkiller,55696.39
2026-10,DRG00115,Diabetes,54111.38
2026-10,DRG00116,Vaccine,150451.81
2026-10,DRG00117,Cardiac,148574.69
2026-10,DRG00118,Diabetes,130278.51
2026-10,DRG00119,Diabetes,62006.15
2026-10,DRG00120,Painkiller,102931.4
2026-10,DRG00121,Diabetes,17975.3
2026-10,DRG00122,Vaccine,76846.34
2026-10,DRG00123,Vaccine,81814.06
2026-10,DRG00124,Vaccine,14521.65
2026-10,DRG00125,Painkiller,60292.72
2026-10,DRG00126,Cardiac,56522.65
2026-10,DRG00127,Painkiller,3488.01
2026-10,DRG00128,Vaccine,19788.09
2026-10,DRG00129,Painkiller,104010.21
2026-10,DRG00130,Vaccine,75304.69
2026-10,DRG00131,Antibiotic,129047.88
2026-10,DRG00132,Antibiotic,14798.4
2026-10,DRG00133,Diabetes,56823.15
2026-10,DRG00134,Cardiac,11088.59
2026-10,DRG00135,Antibiotic,73669.19
2026-10,DRG00136,Vaccine,17104.79
2026-10,DRG00137,Painkiller,30924.93
2026-10,DRG00138,Painkiller,103169.16
2026-10,DRG00139,Diabetes,40007.99
2026-10,DRG00140,Painkiller,103491.99
2026-10,DRG00141,Antibiotic,43868.79
2026-10,DRG00142,Painkiller,149676.27
2026-10,DRG00143,Antibiotic,31652.99
2026-10,DRG00144,Antibiotic,7695.52
2026-10,DRG00145,Cardiac,151073.15
2026-10,DRG00146,Diabetes,68967.98
2026-10,DRG00147,Vaccine,128264.21
2026-10,DRG00148,Antibiotic,125873.53
2026-10,DRG00149,Diabetes,129939.33
2026-10,DRG00150,Vaccine,90190.78
2026-10,DRG00151,Painkiller,16880.53
2026-10,DRG00152,Diabetes,94823.19
2026-10,DRG00153,Diabetes,125757.19
2026-10,DRG00154,Diabetes,15513.8
2026-10,DRG00155,Painkiller,38959.81
2026-10,DRG00156,Painkiller,121213.01
2026-10,DRG00157,Diabetes,96418.66
2026-10,DRG00158,Cardiac,72122.04
2026-10,DRG00159,Antibiotic,56311.43
2026-10,DRG00160,Painkiller,106851.4
2026-10,DRG00161,Cardiac,64990.8
2026-10,DRG00162,Painkiller,146434.06
2026-10,DRG00163,Diabetes,83114.08
2026-10,DRG00164,Cardiac,8096.91
2026-10,DRG00165,Vaccine,141293.66
2026-10,DRG00166,Antibiotic,124751.88
2026-10,DRG00167,Antibiotic,114438.98
2026-10,DRG00168,Painkiller,102061.82
2026-10,DRG00169,Antibiotic,59972.44
2026-10,DRG00170,Vaccine,125369.3
2026-10,DRG00171,Cardiac,53657.59
2026-10,DRG00172,Cardiac,39737.13
2026-10,DRG00173,Diabetes,119001.41
2026-10,DRG00174,Cardiac,155090.55
2026-10,DRG00175,Painkiller,103394.53
2026-10,DRG00176,Vaccine,104650.96
2026-10,DRG00177,Diabetes,7166.54
2026-10,DRG00178,Painkiller,114045.42
2026-10,DRG00179,Painkiller,49809.02
2026-10,DRG00180,Painkiller,89940.79
2026-10,DRG00181,Antibiotic,155024.87
2026-10,DRG00182,Painkiller,118592.28
2026-10,DRG00183,Antibiotic,56311.43
2026-10,DRG00184,Cardiac,58204.31
2026-10,DRG00185,Antibiotic,44179.12
2026-10,DRG00186,Painkiller,108371.23
2026-10,DRG00187,Vaccine,89509.44
2026-10,DRG00188,Vaccine,96272.86
2026-10,DRG00189,Cardiac,97910.3
2026-10,DRG00190,Painkiller,14793.83
2026-10,DRG00191,Antibiotic,97707.77
2026-10,DRG00192,Vaccine,23678.76
2026-10,DRG00193,Diabetes,46831.78
2026-10,DRG00194,Painkiller,26161.08
2026-10,DRG00195,Painkiller,12551.09
2026-10,DRG00196,Diabetes,36923.26
2026-10,DRG00197,Vaccine,155219.64
2026-10,DRG00198,Diabetes,102148.07
2026-10,DRG00199,Cardiac,40803.53
2026-10,DRG00200,Antibiotic,97664.65
2026-10,DRG00201,Antibiotic,10219.43
2026-10,DRG00202,Vaccine,100311.59
2026-10,DRG00203,Diabetes,60873.04
2026-10,DRG00204,Painkiller,11429.46
2026-10,DRG00205,Painkiller,89510.43
2026-10,DRG00206,Painkiller,91846.3
2026-10,DRG00207,Cardiac,138576.27
2026-10,DRG00208,Cardiac,69571.12
2026-10,DRG00209,Painkiller,110837.69
2026-10,DRG00210,Vaccine,73803.79
2026-10,DRG00211,Cardiac,33912.31
2026-10,DRG00212,Cardiac,143003.85
2026-10,DRG00213,Antibiotic,32307.23
2026-10,DRG00214,Antibiotic,16792.28
2026-10,DRG00215,Vaccine,76579.95
2026-10,DRG00216,Cardiac,65613.62
2026-10,DRG00217,Cardiac,107303.94
2026-10,DRG00218,Diabetes,131802.01
2026-10,DRG00219,Vaccine,153164.2
2026-10,DRG00220,Vaccine,119733.52
2026-10,DRG00221,Diabetes,19252.58
2026-10,DRG00222,Diabetes,11466.46
2026-10,DRG00223,Antibiotic,150610.48
2026-10,DRG00224,Vaccine,133530.65
2026-10,DRG00225,Vaccine,46360.52
2026-10,DRG00226,Diabetes,55888.55
2026-10,DRG00227,Painkiller,105051.73
2026-10,DRG00228,Painkiller,46374.75
2026-10,DRG00229,Antibiotic,123536.77
2026-10,DRG00230,Painkiller,97452.38
2026-10,DRG00231,Painkiller,75850.52
2026-10,DRG00232,Painkiller,117538.0
2026-10,DRG00233,Cardiac,145619.77
2026-10,DRG00234,Antibiotic,18694.09
2026-10,DRG00235,Diabetes,54859.03
2026-10,DRG00236,Painkiller,68485.97
2026-10,DRG00237,Cardiac,6291.84
2026-10,DRG00238,Painkiller,88638.37
2026-10,DRG00239,Cardiac,105137.69
2026-10,DRG00240,Antibiotic,99231.65
2026-10,DRG00241,Painkiller,113273.98
2026-10,DRG00242,Cardiac,44440.61
2026-10,DRG00243,Vaccine,80196.22
2026-10,DRG00244,Vaccine,55426.99
2026-10,DRG00245,Cardiac,119771.95
2026-10,DRG00246,Painkiller,82902.48
2026-10,DRG00247,Painkiller,132767.49
2026-10,DRG00248,Antibiotic,106483.76
2026-10,DRG00249,Antibiotic,79007.85
2026-10,DRG00250,Diabetes,12678.4
2026-10,DRG00251,Antibiotic,127608.9
2026-10,DRG00252,Painkiller,37030.39
2026-10,DRG00253,Diabetes,145044.53
2026-10,DRG00254,Antibiotic,77702.9
2026-10,DRG00255,Cardiac,127830.3
2026-10,DRG00256,Vaccine,23865.03
2026-10,DRG00257,Antibiotic,132817.75
