Product_ID,Drug_Category,Region,Forecast_30d_Total_Demand,Forecast_Avg_Daily_Demand,Forecast_Std_Daily_Demand,Category_CV,Current_Inventory_Level,Demand_Std_Daily,Safety_Stock,Reorder_Point,Recommended_Stock_Level_30d,Suggested_Order_Qty,Stock_Status,Lead_Time_Days,Service_Level
DRG00275,Vaccine,East,121137.97,4037.93,72.17,0.54,4001,2187.28,9548.53,37814.06,130686.5,126685.5,REORDER NOW,7,95%
DRG00073,Cardiac,South,121720.21,4057.34,65.92,0.53,4614,2168.06,9464.65,37866.03,131184.86,126570.86,REORDER NOW,7,95%
DRG00054,Diabetes,East,124715.55,4157.19,72.78,0.6,9523,2507.67,10947.22,40047.51,135662.77,126139.77,REORDER NOW,7,95%
DRG00933,Diabetes,South,116430.8,3881.03,67.58,0.6,678,2341.09,10220.0,37387.19,126650.8,125972.8,REORDER NOW,7,95%
DRG00720,Diabetes,South,117276.91,3909.23,68.07,0.6,1774,2358.1,10294.27,37658.88,127571.18,125797.18,REORDER NOW,7,95%
DRG00148,Antibiotic,East,122108.32,4070.28,73.0,0.58,6755,2368.67,10340.42,38832.36,132448.74,125693.74,REORDER NOW,7,95%
DRG00317,Cardiac,West,119004.33,3966.81,67.06,0.53,2565,2119.69,9253.47,37021.15,128257.8,125692.8,REORDER NOW,7,95%
DRG00906,Cardiac,East,118130.07,3937.67,64.3,0.53,2037,2104.11,9185.49,36749.17,127315.56,125278.56,REORDER NOW,7,95%
DRG00782,Cardiac,North,117787.17,3926.24,63.27,0.53,1705,2098.01,9158.83,36642.5,126946.0,125241.0,REORDER NOW,7,95%
DRG00081,Painkiller,North,118222.09,3940.74,64.46,0.56,2667,2188.62,9554.39,37139.54,127776.48,125109.48,REORDER NOW,7,95%
DRG00610,Cardiac,South,119152.91,3971.76,64.53,0.53,4365,2122.33,9265.02,37067.37,128417.93,124052.93,REORDER NOW,7,95%
DRG00255,Cardiac,West,123989.28,4132.98,69.87,0.53,9948,2208.48,9641.09,38571.92,133630.37,123682.37,REORDER NOW,7,95%
DRG00313,Cardiac,West,119548.15,3984.94,67.36,0.53,5561,2129.37,9295.76,37190.32,128843.9,123282.9,REORDER NOW,7,95%
DRG00604,Cardiac,South,122898.14,4096.6,66.56,0.53,9433,2189.04,9556.24,38232.48,132454.39,123021.39,REORDER NOW,7,95%
DRG00269,Diabetes,West,115318.97,3843.97,69.84,0.6,2425,2318.73,10122.41,37030.17,125441.38,123016.38,REORDER NOW,7,95%
DRG00156,Painkiller,South,117564.35,3918.81,64.65,0.56,4152,2176.44,9501.23,36932.91,127065.58,122913.58,REORDER NOW,7,95%
DRG00170,Vaccine,South,121616.52,4053.88,72.05,0.54,8319,2195.92,9586.25,37963.44,131202.77,122883.77,REORDER NOW,7,95%
DRG00836,Painkiller,North,117044.1,3901.47,63.82,0.56,3846,2166.81,9459.19,36769.48,126503.28,122657.28,REORDER NOW,7,95%
DRG00559,Painkiller,East,119199.75,3973.33,65.88,0.56,6274,2206.72,9633.4,37446.68,128833.16,122559.16,REORDER NOW,7,95%
DRG00669,Vaccine,South,118292.01,3943.07,70.08,0.54,5160,2135.89,9324.2,36925.67,127616.21,122456.21,REORDER NOW,7,95%
DRG00949,Painkiller,North,116742.05,3891.4,63.66,0.56,3841,2161.22,9434.78,36674.59,126176.82,122335.82,REORDER NOW,7,95%
DRG00659,Diabetes,East,113776.12,3792.54,66.4,0.6,1475,2287.71,9986.98,36534.74,123763.1,122288.1,REORDER NOW,7,95%
DRG00729,Cardiac,East,120939.1,4031.3,65.83,0.53,8263,2154.15,9403.91,37623.03,130343.01,122080.01,REORDER NOW,7,95%
DRG00510,Vaccine,South,117475.99,3915.87,69.6,0.54,4775,2121.15,9259.88,36670.94,126735.87,121960.87,REORDER NOW,7,95%
DRG00089,Antibiotic,South,116118.96,3870.63,69.04,0.58,4075,2252.49,9833.22,36927.65,125952.18,121877.18,REORDER NOW,7,95%
DRG00166,Antibiotic,East,121020.23,4034.01,72.35,0.58,9713,2347.57,10248.27,38486.33,131268.5,121555.5,REORDER NOW,7,95%
DRG00099,Antibiotic,North,119435.52,3981.18,70.37,0.58,8107,2316.83,10114.08,37982.36,129549.59,121442.59,REORDER NOW,7,95%
DRG00371,Antibiotic,North,116473.81,3882.46,68.62,0.58,4987,2259.37,9863.27,37040.49,126337.08,121350.08,REORDER NOW,7,95%
DRG00954,Cardiac,South,113414.24,3780.47,61.42,0.53,1309,2020.12,8818.8,35282.12,122233.04,120924.04,REORDER NOW,7,95%
DRG00424,Vaccine,West,117756.61,3925.22,72.87,0.54,6156,2126.22,9282.0,36758.54,127038.61,120882.61,REORDER NOW,7,95%
DRG00992,Vaccine,South,113728.37,3790.95,67.38,0.54,2101,2053.49,8964.48,35501.1,122692.84,120591.84,REORDER NOW,7,95%
DRG00546,Vaccine,East,117057.72,3901.92,69.74,0.54,6046,2113.6,9226.91,36540.38,126284.63,120238.63,REORDER NOW,7,95%
DRG00173,Diabetes,South,115433.6,3847.79,67.0,0.6,5378,2321.04,10132.47,37066.98,125566.07,120188.07,REORDER NOW,7,95%
DRG00425,Painkiller,West,112914.27,3763.81,64.64,0.56,1952,2090.36,9125.43,35472.09,122039.7,120087.7,REORDER NOW,7,95%
DRG00039,Antibiotic,East,118995.16,3966.51,71.14,0.58,9042,2308.28,10076.79,37842.32,129071.95,120029.95,REORDER NOW,7,95%
DRG00220,Vaccine,East,116151.0,3871.7,69.2,0.54,5425,2097.23,9155.44,36257.34,125306.44,119881.44,REORDER NOW,7,95%
DRG00459,Cardiac,North,112985.08,3766.17,60.69,0.53,2124,2012.47,8785.43,35148.61,121770.51,119646.51,REORDER NOW,7,95%
DRG00902,Diabetes,North,112525.44,3750.85,64.73,0.6,3060,2262.56,9877.2,36133.13,122402.63,119342.63,REORDER NOW,7,95%
DRG00495,Vaccine,North,117770.35,3925.68,69.15,0.54,7737,2126.47,9283.08,36762.83,127053.43,119316.43,REORDER NOW,7,95%
DRG00838,Antibiotic,East,117574.6,3919.15,70.29,0.58,8249,2280.73,9956.49,37390.56,127531.08,119282.08,REORDER NOW,7,95%
DRG00330,Diabetes,East,111721.2,3724.04,65.2,0.6,2498,2246.39,9806.6,35874.88,121527.8,119029.8,REORDER NOW,7,95%
DRG00467,Vaccine,North,114718.05,3823.94,67.36,0.54,4818,2071.36,9042.49,35810.03,123760.54,118942.54,REORDER NOW,7,95%
DRG00051,Antibiotic,West,115945.91,3864.86,72.0,0.58,6946,2249.13,9818.57,36872.61,125764.47,118818.47,REORDER NOW,7,95%
DRG00599,Antibiotic,South,116179.41,3872.65,69.07,0.58,7346,2253.66,9838.34,36946.87,126017.75,118671.75,REORDER NOW,7,95%
DRG00802,Painkiller,West,111886.95,3729.57,64.05,0.56,2272,2071.34,9042.4,35149.36,120929.35,118657.35,REORDER NOW,7,95%
DRG00985,Antibiotic,North,111215.26,3707.18,65.52,0.58,2091,2157.37,9417.97,35368.19,120633.23,118542.23,REORDER NOW,7,95%
DRG00849,Cardiac,North,113226.69,3774.22,60.82,0.53,3593,2016.78,8804.22,35223.78,122030.91,118437.91,REORDER NOW,7,95%
DRG00245,Cardiac,South,116162.76,3872.09,62.91,0.53,6882,2069.07,9032.52,36137.16,125195.27,118313.27,REORDER NOW,7,95%
DRG00818,Antibiotic,East,115337.96,3844.6,68.95,0.58,6911,2237.34,9767.09,36679.28,125105.04,118194.04,REORDER NOW,7,95%
DRG00590,Antibiotic,West,109657.31,3655.24,68.1,0.58,1029,2127.15,9286.04,34872.74,118943.35,117914.35,REORDER NOW,7,95%
DRG00852,Diabetes,North,109141.21,3638.04,62.79,0.6,825,2194.52,9580.14,35046.42,118721.35,117896.35,REORDER NOW,7,95%
DRG00892,Cardiac,West,116466.54,3882.22,65.63,0.53,7677,2074.48,9056.14,36231.66,125522.68,117845.68,REORDER NOW,7,95%
DRG00598,Painkiller,South,111674.05,3722.47,61.41,0.56,3058,2067.4,9025.19,35082.47,120699.24,117641.24,REORDER NOW,7,95%
DRG00178,Painkiller,North,110610.45,3687.01,60.31,0.56,2102,2047.71,8939.24,34748.34,119549.68,117447.68,REORDER NOW,7,95%
DRG00484,Painkiller,East,112705.09,3756.84,62.29,0.56,4435,2086.48,9108.52,35406.37,121813.61,117378.61,REORDER NOW,7,95%
DRG00047,Antibiotic,North,114086.31,3802.88,67.21,0.58,6695,2213.06,9661.09,36281.23,123747.4,117052.4,REORDER NOW,7,95%
DRG00981,Diabetes,South,113469.42,3782.31,65.86,0.6,6443,2281.54,9960.06,36436.26,123429.47,116986.47,REORDER NOW,7,95%
DRG00901,Cardiac,West,109487.61,3649.59,61.69,0.53,1030,1950.18,8513.47,34060.58,118001.09,116971.09,REORDER NOW,7,95%
DRG00527,Cardiac,South,113142.41,3771.41,61.28,0.53,5021,2015.27,8797.66,35197.56,121940.07,116919.07,REORDER NOW,7,95%
DRG00662,Cardiac,East,116740.66,3891.36,63.55,0.53,9051,2079.37,9077.45,36316.94,125818.11,116767.11,REORDER NOW,7,95%
DRG00305,Antibiotic,East,110622.88,3687.43,66.14,0.58,3340,2145.88,9367.8,35179.81,119990.69,116650.69,REORDER NOW,7,95%
DRG00008,Painkiller,North,110489.63,3682.99,60.25,0.56,3247,2045.47,8929.47,34710.39,119419.1,116172.1,REORDER NOW,7,95%
DRG00507,Cardiac,East,111062.2,3702.07,60.46,0.53,3692,1978.22,8635.91,34550.42,119698.11,116006.11,REORDER NOW,7,95%
DRG00911,Painkiller,East,116481.06,3882.7,64.38,0.56,9990,2156.39,9413.68,36592.6,125894.74,115904.74,REORDER NOW,7,95%
DRG00426,Vaccine,West,116638.0,3887.93,72.17,0.54,9935,2106.02,9193.83,36409.36,125831.82,115896.82,REORDER NOW,7,95%
DRG00232,Painkiller,South,113999.96,3800.0,62.69,0.56,7383,2110.45,9213.17,35813.16,123213.13,115830.13,REORDER NOW,7,95%
DRG00841,Diabetes,South,113711.16,3790.37,66.0,0.6,7868,2286.41,9981.28,36513.88,123692.44,115824.44,REORDER NOW,7,95%
DRG00369,Cardiac,East,113448.36,3781.61,61.75,0.53,6561,2020.72,8821.45,35292.74,122269.81,115708.81,REORDER NOW,7,95%
DRG00664,Painkiller,East,107599.98,3586.67,59.47,0.56,984,1991.97,8695.94,33802.6,116295.92,115311.92,REORDER NOW,7,95%
DRG00611,Painkiller,South,114573.89,3819.13,63.0,0.56,8729,2121.08,9259.55,35993.46,123833.44,115104.44,REORDER NOW,7,95%
DRG00268,Vaccine,North,112058.63,3735.29,65.79,0.54,6046,2023.34,8832.86,34979.88,120891.49,114845.49,REORDER NOW,7,95%
DRG00393,Cardiac,West,111995.19,3733.17,63.11,0.53,5965,1994.84,8708.46,34840.67,120703.65,114738.65,REORDER NOW,7,95%
DRG00868,Diabetes,North,110531.16,3684.37,63.59,0.6,5814,2222.46,9702.15,35492.75,120233.31,114419.31,REORDER NOW,7,95%
DRG00182,Painkiller,North,115020.37,3834.01,62.72,0.56,9936,2129.35,9295.63,36133.72,124316.0,114380.0,REORDER NOW,7,95%
DRG00751,Painkiller,West,113367.5,3778.92,64.9,0.56,8183,2098.75,9162.05,35614.47,122529.55,114346.55,REORDER NOW,7,95%
DRG00862,Painkiller,South,108139.87,3604.66,59.46,0.56,2536,2001.97,8739.57,33972.21,116879.44,114343.44,REORDER NOW,7,95%
DRG00716,Cardiac,West,110122.06,3670.74,62.05,0.53,4476,1961.48,8562.81,34257.95,118684.87,114208.87,REORDER NOW,7,95%
DRG00803,Painkiller,South,109378.34,3645.94,60.14,0.56,4402,2024.9,8839.66,34361.27,118218.0,113816.0,REORDER NOW,7,95%
DRG00408,Vaccine,North,110154.72,3671.82,64.68,0.54,5094,1988.96,8682.79,34385.56,118837.51,113743.51,REORDER NOW,7,95%
DRG00658,Antibiotic,West,106240.92,3541.36,65.98,0.58,1807,2060.87,8996.73,33786.27,115237.64,113430.64,REORDER NOW,7,95%
DRG00167,Antibiotic,East,111015.81,3700.53,66.37,0.58,7103,2153.5,9401.08,35304.76,120416.88,113313.88,REORDER NOW,7,95%
DRG00689,Painkiller,North,107106.67,3570.22,58.4,0.56,2574,1982.84,8656.07,33647.63,115762.75,113188.75,REORDER NOW,7,95%
DRG00465,Cardiac,West,111783.71,3726.12,62.99,0.53,7475,1991.07,8692.01,34774.88,120475.72,113000.72,REORDER NOW,7,95%
DRG00988,Diabetes,North,111498.08,3716.6,64.14,0.6,8295,2241.91,9787.02,35803.24,121285.1,112990.1,REORDER NOW,7,95%
DRG00937,Cardiac,West,107312.36,3577.08,60.47,0.53,3048,1911.43,8344.33,33383.88,115656.69,112608.69,REORDER NOW,7,95%
DRG00209,Painkiller,North,107499.34,3583.31,58.62,0.56,3617,1990.11,8687.81,33770.98,116187.14,112570.14,REORDER NOW,7,95%
DRG00551,Painkiller,North,106200.53,3540.02,57.91,0.56,2480,1966.07,8582.84,33362.96,114783.37,112303.37,REORDER NOW,7,95%
DRG00241,Painkiller,East,109865.56,3662.19,60.73,0.56,6597,2033.92,8879.04,34514.33,118744.6,112147.6,REORDER NOW,7,95%
DRG00686,Painkiller,West,111645.23,3721.51,63.91,0.56,8834,2066.86,9022.87,35073.42,120668.1,111834.1,REORDER NOW,7,95%
DRG00826,Antibiotic,East,105877.59,3529.25,63.3,0.58,3580,2053.83,8965.96,33670.73,114843.54,111263.54,REORDER NOW,7,95%
DRG00310,Cardiac,West,108067.66,3602.26,60.89,0.53,5447,1924.88,8403.06,33618.85,116470.72,111023.72,REORDER NOW,7,95%
DRG00646,Cardiac,East,109763.4,3658.78,59.75,0.53,7334,1955.09,8534.92,34146.38,118298.32,110964.32,REORDER NOW,7,95%
DRG00057,Painkiller,West,104454.01,3481.8,59.8,0.56,1979,1933.73,8441.69,32814.29,112895.7,110916.7,REORDER NOW,7,95%
DRG00970,Vaccine,South,103664.18,3455.47,61.42,0.54,948,1871.77,8171.18,32359.49,111835.36,110887.36,REORDER NOW,7,95%
DRG00684,Diabetes,East,102474.06,3415.8,59.8,0.6,685,2060.46,8994.91,32905.53,111468.97,110783.97,REORDER NOW,7,95%
DRG00871,Vaccine,West,103668.14,3455.6,64.15,0.54,1870,1871.84,8171.49,32360.73,111839.64,109969.64,REORDER NOW,7,95%
DRG00588,Painkiller,South,109680.41,3656.01,60.31,0.56,8914,2030.49,8864.07,34456.17,118544.48,109630.48,REORDER NOW,7,95%
DRG00575,Antibiotic,South,104210.87,3473.7,61.96,0.58,3728,2021.5,8824.82,33140.69,113035.69,109307.69,REORDER NOW,7,95%
DRG00227,Painkiller,East,101890.72,3396.36,56.32,0.56,948,1886.28,8234.53,32009.03,110125.25,109177.25,REORDER NOW,7,95%
DRG00353,Painkiller,East,105968.76,3532.29,58.57,0.56,5480,1961.77,8564.11,33290.15,114532.87,109052.87,REORDER NOW,7,95%
DRG00605,Cardiac,North,108424.6,3614.15,58.24,0.53,7804,1931.24,8430.82,33729.89,116855.42,109051.42,REORDER NOW,7,95%
DRG00822,Diabetes,West,101837.38,3394.58,61.68,0.6,1815,2047.66,8939.03,32701.08,110776.41,108961.41,REORDER NOW,7,95%
DRG00248,Antibiotic,West,103308.26,3443.61,64.16,0.58,3294,2003.99,8748.38,32853.64,112056.64,108762.64,REORDER NOW,7,95%
DRG00068,Antibiotic,East,108658.27,3621.94,64.96,0.58,9155,2107.77,9201.43,34555.03,117859.7,108704.7,REORDER NOW,7,95%
DRG00160,Painkiller,North,103633.11,3454.44,56.51,0.56,3378,1918.54,8375.35,32556.41,112008.45,108630.45,REORDER NOW,7,95%
DRG00796,Vaccine,South,104812.64,3493.75,62.1,0.54,4448,1892.5,8261.71,32717.99,113074.35,108626.35,REORDER NOW,7,95%
DRG00217,Cardiac,West,104079.7,3469.32,58.65,0.53,3552,1853.85,8092.97,32378.23,112172.67,108620.67,REORDER NOW,7,95%
DRG00715,Antibiotic,East,106995.9,3566.53,63.97,0.58,7626,2075.52,9060.66,34026.37,116056.57,108430.57,REORDER NOW,7,95%
DRG00262,Antibiotic,West,103126.85,3437.56,64.04,0.58,3657,2000.47,8733.02,32795.95,111859.88,108202.88,REORDER NOW,7,95%
DRG00055,Cardiac,North,101085.55,3369.52,54.29,0.53,1061,1800.52,7860.15,31446.78,108945.71,107884.71,REORDER NOW,7,95%
DRG00713,Antibiotic,North,106138.04,3537.93,62.53,0.58,7459,2058.88,8988.02,33753.56,115126.06,107667.06,REORDER NOW,7,95%
DRG00831,Diabetes,North,103249.04,3441.63,59.4,0.6,4740,2076.04,9062.94,33154.38,112311.98,107571.98,REORDER NOW,7,95%
DRG00635,Antibiotic,North,107256.24,3575.21,63.19,0.58,9026,2080.57,9082.71,34109.16,116338.94,107312.94,REORDER NOW,7,95%
DRG00435,Antibiotic,East,99560.6,3318.69,59.52,0.58,886,1931.29,8431.02,31661.83,107991.62,107105.62,REORDER NOW,7,95%
DRG00300,Painkiller,North,100491.8,3349.73,54.8,0.56,1557,1860.38,8121.47,31569.56,108613.27,107056.27,REORDER NOW,7,95%
DRG00454,Vaccine,South,100551.23,3351.71,59.57,0.54,1472,1815.56,7925.81,31387.76,108477.04,107005.04,REORDER NOW,7,95%
DRG00198,Diabetes,South,99085.54,3302.85,57.51,0.6,828,1992.33,8697.48,31817.44,107783.02,106955.02,REORDER NOW,7,95%
DRG00755,Cardiac,North,106008.45,3533.62,56.94,0.53,7690,1888.21,8242.94,32978.25,114251.4,106561.4,REORDER NOW,7,95%
DRG00698,Antibiotic,West,104578.07,3485.94,64.95,0.58,7197,2028.62,8855.91,33257.46,113433.98,106236.98,REORDER NOW,7,95%
DRG00392,Cardiac,North,107307.13,3576.9,57.64,0.53,9456,1911.34,8343.93,33382.26,115651.06,106195.06,REORDER NOW,7,95%
DRG00097,Antibiotic,South,98468.39,3282.28,58.54,0.58,833,1910.1,8338.53,31314.49,106806.93,105973.93,REORDER NOW,7,95%
DRG00912,Diabetes,South,102228.24,3407.61,59.33,0.6,5597,2055.52,8973.34,32826.59,111201.57,105604.57,REORDER NOW,7,95%
DRG00186,Painkiller,West,105118.74,3503.96,60.18,0.56,8141,1946.04,8495.41,33023.12,113614.16,105473.16,REORDER NOW,7,95%
DRG00455,Antibiotic,West,97896.44,3263.21,60.8,0.58,860,1899.01,8290.1,31132.6,106186.54,105326.54,REORDER NOW,7,95%
DRG00391,Cardiac,South,104020.94,3467.36,56.34,0.53,6812,1852.8,8088.4,32359.95,112109.34,105297.34,REORDER NOW,7,95%
DRG00609,Cardiac,West,100847.03,3361.57,56.83,0.53,3739,1796.27,7841.6,31372.58,108688.64,104949.64,REORDER NOW,7,95%
DRG00556,Cardiac,North,104890.99,3496.37,56.34,0.53,8508,1868.3,8156.05,32630.62,113047.04,104539.04,REORDER NOW,7,95%
DRG00050,Cardiac,South,102691.99,3423.07,55.62,0.53,6382,1829.13,7985.06,31946.53,110677.05,104295.05,REORDER NOW,7,95%
DRG00584,Cardiac,South,102631.58,3421.05,55.58,0.53,6412,1828.06,7980.37,31927.73,110611.94,104199.94,REORDER NOW,7,95%
DRG00045,Antibiotic,West,104215.26,3473.84,64.72,0.58,8964,2021.58,8825.19,33142.09,113040.45,104076.45,REORDER NOW,7,95%
DRG00733,Painkiller,East,102374.04,3412.47,56.58,0.56,6574,1895.23,8273.59,32160.87,110647.63,104073.63,REORDER NOW,7,95%
DRG00438,Antibiotic,North,96467.15,3215.57,56.83,0.58,623,1871.28,8169.06,30678.06,104636.21,104013.21,REORDER NOW,7,95%
DRG00176,Vaccine,South,101518.36,3383.95,60.15,0.54,5560,1833.02,8002.04,31689.66,109520.4,103960.4,REORDER NOW,7,95%
DRG00655,Diabetes,East,97880.7,3262.69,57.12,0.6,2533,1968.1,8591.72,31430.55,106472.42,103939.42,REORDER NOW,7,95%
DRG00022,Diabetes,East,99875.19,3329.17,58.28,0.6,4907,2008.2,8766.79,32071.0,108641.98,103734.98,REORDER NOW,7,95%
DRG00020,Vaccine,West,99707.65,3323.59,61.7,0.54,3911,1800.33,7859.31,31124.43,107566.97,103655.97,REORDER NOW,7,95%
DRG00732,Vaccine,North,97794.42,3259.81,57.42,0.54,2204,1765.78,7708.51,30527.21,105502.93,103298.93,REORDER NOW,7,95%
DRG00318,Cardiac,South,99007.16,3300.24,53.62,0.53,3466,1763.5,7698.54,30800.21,106705.7,103239.7,REORDER NOW,7,95%
DRG00138,Painkiller,West,100072.8,3335.76,57.29,0.56,5103,1852.62,8087.61,31437.93,108160.42,103057.42,REORDER NOW,7,95%
DRG00781,Cardiac,South,100245.5,3341.52,54.29,0.53,5164,1785.56,7794.83,31185.45,108040.33,102876.33,REORDER NOW,7,95%
DRG00738,Painkiller,North,101488.56,3382.95,55.34,0.56,6909,1878.83,8202.03,31882.69,109690.59,102781.59,REORDER NOW,7,95%
DRG00776,Cardiac,South,96077.41,3202.58,52.03,0.53,1024,1711.32,7470.73,29888.79,103548.15,102524.15,REORDER NOW,7,95%
DRG00916,Diabetes,North,95513.67,3183.79,54.95,0.6,1381,1920.51,8383.95,30670.47,103897.62,102516.62,REORDER NOW,7,95%
DRG00240,Antibiotic,South,96262.07,3208.74,57.23,0.58,1936,1867.3,8151.7,30612.85,104413.77,102477.77,REORDER NOW,7,95%
DRG00052,Diabetes,South,99085.54,3302.85,57.51,0.6,5667,1992.33,8697.48,31817.44,107783.02,102116.02,REORDER NOW,7,95%
DRG00202,Vaccine,West,97319.26,3243.98,60.22,0.54,3020,1757.2,7671.05,30378.88,104990.32,101970.32,REORDER NOW,7,95%
DRG00760,Painkiller,East,98265.79,3275.53,54.31,0.56,4266,1819.17,7941.57,30870.26,106207.36,101941.36,REORDER NOW,7,95%
DRG00856,Painkiller,North,103119.62,3437.32,56.23,0.56,9647,1909.03,8333.85,32395.09,111453.47,101806.47,REORDER NOW,7,95%
DRG00191,Antibiotic,East,94785.07,3159.5,56.67,0.58,1162,1838.65,8026.62,30143.14,102811.69,101649.69,REORDER NOW,7,95%
DRG00140,Painkiller,South,100376.75,3345.89,55.2,0.56,7312,1858.25,8112.18,31533.42,108488.93,101176.93,REORDER NOW,7,95%
DRG00043,Vaccine,West,96563.44,3218.78,59.75,0.54,3062,1743.56,7611.48,30142.95,104174.92,101112.92,REORDER NOW,7,95%
DRG00046,Diabetes,East,95825.78,3194.19,55.92,0.6,3427,1926.78,8411.34,30770.69,104237.13,100810.13,REORDER NOW,7,95%
DRG00239,Cardiac,East,101970.63,3399.02,55.51,0.53,9259,1816.28,7928.97,31722.12,109899.6,100640.6,REORDER NOW,7,95%
DRG00031,Diabetes,West,93041.1,3101.37,56.35,0.6,618,1870.79,8166.91,29876.5,101208.01,100590.01,REORDER NOW,7,95%
DRG00833,Painkiller,West,93908.9,3130.3,53.76,0.56,911,1738.51,7589.46,29501.54,101498.36,100587.36,REORDER NOW,7,95%
DRG00175,Painkiller,North,100280.36,3342.68,54.68,0.56,8091,1856.47,8104.39,31503.14,108384.75,100293.75,REORDER NOW,7,95%
DRG00129,Painkiller,West,100888.61,3362.95,57.76,0.56,8930,1867.73,8153.54,31694.22,109042.16,100112.16,REORDER NOW,7,95%
DRG00503,Vaccine,North,99426.34,3314.21,58.38,0.54,7170,1795.25,7837.14,31036.62,107263.48,100093.48,REORDER NOW,7,95%
DRG00736,Vaccine,West,98105.32,3270.18,60.71,0.54,5774,1771.4,7733.01,30624.25,105838.33,100064.33,REORDER NOW,7,95%
DRG00936,Cardiac,North,95075.39,3169.18,51.07,0.53,2429,1693.47,7392.82,29577.07,102468.21,100039.21,REORDER NOW,7,95%
DRG00549,Diabetes,North,92189.88,3073.0,53.04,0.6,685,1853.67,8092.19,29603.17,100282.07,99597.07,REORDER NOW,7,95%
DRG00423,Diabetes,South,94854.99,3161.83,55.05,0.6,3659,1907.26,8326.13,30458.96,103181.12,99522.12,REORDER NOW,7,95%
DRG00094,Painkiller,South,99168.49,3305.62,54.53,0.56,7743,1835.88,8014.53,31153.84,107183.01,99440.01,REORDER NOW,7,95%
DRG00594,Vaccine,South,92602.64,3086.75,54.86,0.54,601,1672.04,7299.27,28906.55,99901.91,99300.91,REORDER NOW,7,95%
DRG00006,Painkiller,East,95033.56,3167.79,52.53,0.56,3526,1759.33,7680.35,29854.85,102713.91,99187.91,REORDER NOW,7,95%
DRG00053,Diabetes,East,92562.09,3085.4,54.02,0.6,2022,1861.16,8124.87,29722.69,100686.95,98664.95,REORDER NOW,7,95%
DRG00834,Vaccine,West,99586.72,3319.56,61.62,0.54,8805,1798.14,7849.78,31086.68,107436.5,98631.5,REORDER NOW,7,95%
DRG00866,Vaccine,East,95235.96,3174.53,56.74,0.54,4129,1719.59,7506.84,29728.56,102742.8,98613.8,REORDER NOW,7,95%
DRG00120,Painkiller,South,99833.03,3327.77,54.9,0.56,9300,1848.19,8068.24,31362.61,107901.27,98601.27,REORDER NOW,7,95%
DRG00292,Cardiac,East,96231.76,3207.73,52.38,0.53,5180,1714.06,7482.73,29936.81,103714.49,98534.49,REORDER NOW,7,95%
DRG00276,Painkiller,North,98317.04,3277.23,53.61,0.56,7774,1820.12,7945.72,30886.36,106262.76,98488.76,REORDER NOW,7,95%
DRG00895,Diabetes,North,92582.69,3086.09,53.26,0.6,2262,1861.57,8126.67,29729.3,100709.36,98447.36,REORDER NOW,7,95%
DRG00200,Antibiotic,West,94752.14,3158.4,58.84,0.58,4346,1838.01,8023.83,30132.66,102775.97,98429.97,REORDER NOW,7,95%
DRG00880,Cardiac,West,93052.39,3101.75,52.43,0.53,1972,1657.43,7235.51,28947.74,100287.9,98315.9,REORDER NOW,7,95%
DRG00898,Painkiller,West,97474.29,3249.14,55.8,0.56,7138,1804.52,7877.61,30621.61,105351.9,98213.9,REORDER NOW,7,95%
DRG00230,Painkiller,East,94520.03,3150.67,52.24,0.56,3991,1749.83,7638.85,29693.53,102158.88,98167.88,REORDER NOW,7,95%
DRG00168,Painkiller,East,98990.77,3299.69,54.71,0.56,9125,1832.59,8000.17,31098.01,106990.94,97865.94,REORDER NOW,7,95%
DRG00987,Vaccine,West,98347.18,3278.24,60.86,0.54,8355,1775.76,7752.08,30699.75,106099.25,97744.25,REORDER NOW,7,95%
DRG00524,Antibiotic,West,90761.31,3025.38,56.36,0.58,893,1760.6,7685.88,28863.52,98447.18,97554.18,REORDER NOW,7,95%
DRG00718,Diabetes,East,91595.06,3053.17,53.45,0.6,2107,1841.71,8039.98,29412.16,99635.05,97528.05,REORDER NOW,7,95%
DRG00265,Antibiotic,South,91516.97,3050.57,54.41,0.58,2101,1775.26,7749.87,29103.83,99266.84,97165.84,REORDER NOW,7,95%
DRG00586,Painkiller,West,93516.1,3117.2,53.54,0.56,4196,1731.24,7557.72,29378.14,101073.82,96877.82,REORDER NOW,7,95%
DRG00513,Cardiac,North,92840.45,3094.68,49.87,0.53,3274,1653.66,7219.03,28881.81,100059.49,96785.49,REORDER NOW,7,95%
DRG00062,Diabetes,East,89872.56,2995.75,52.45,0.6,1089,1807.08,7888.79,28859.05,97761.34,96672.34,REORDER NOW,7,95%
DRG00498,Diabetes,South,97302.67,3243.42,56.47,0.6,9376,1956.48,8540.98,31244.94,105843.65,96467.65,REORDER NOW,7,95%
DRG00017,Cardiac,North,90454.51,3015.15,48.58,0.53,1060,1611.16,7033.51,28139.56,97488.02,96428.02,REORDER NOW,7,95%
DRG00847,Antibiotic,West,92907.89,3096.93,57.7,0.58,4682,1802.24,7867.66,29546.16,100775.55,96093.55,REORDER NOW,7,95%
DRG00152,Diabetes,North,91978.36,3065.95,52.91,0.6,4147,1849.42,8073.63,29535.25,100051.99,95904.99,REORDER NOW,7,95%
DRG00851,Painkiller,East,96574.15,3219.14,53.38,0.56,8643,1787.85,7804.86,30338.83,104379.02,95736.02,REORDER NOW,7,95%
